current_date.year,current_date.month,cycle,machine_time,runTime,totalNFlows,totalCFlows,TT,CThroughflow
2020,12,1442,1687185165866.0,0.0,4003.889017776822,234473.6054681023,1124.0450883467468,10949.21950289577
2021,1,2930,1687185193730.0,0.0,11845.9408355167,606028.3522099657,3326.114767487357,28925.064223631573
2021,2,4418,1687185219098.0,0.0,22763.616050888468,1110677.025866583,6529.81759238134,50637.83800947239
2021,3,5762,1687185258132.0,0.0,34769.02334273477,1739657.2010391846,10584.093771088368,73620.34183042323
2021,4,7250,1687185316422.0,0.0,47970.0904677105,2489135.443257941,15571.884676823238,97570.62084806908
2021,5,8690,1687185392433.0,0.0,64167.542982643914,3361716.5451012636,22989.773258500732,128887.87961364524
2021,6,10178,1687185503726.0,0.0,81870.30196164848,4352591.886599096,31739.10136654355,166753.66302384163
2021,7,11618,1687185695715.0,0.0,275539.84518160747,5489086.093636061,119085.89138516957,211088.12637619855
2021,8,13106,1687185705778.0,0.0,501132.6926223699,6945202.178046442,238345.90961818123,256654.59097370543
2021,9,14594,1687185714136.0,0.0,758655.1633679738,8717887.492877992,389525.16452693,303757.67771156214
2021,10,16034,1687185722038.0,0.0,1048054.6253206853,10803920.87064163,572572.433175365,351366.00666466885
2021,11,17522,1687185731406.0,0.0,1394941.5901985043,13758422.093499705,811855.843873908,945973.9240129848
2021,12,18962,1687185753955.0,0.0,1746236.2464848675,16805802.451755732,1052240.5111136895,1554428.8131933806
2022,1,20450,1687185785036.0,0.0,2101933.9033934856,19944588.43586433,1293850.1040762602,2181230.7193627483
2022,2,21938,1687185816123.0,0.0,2462643.851183204,23167230.355580017,1536673.669097627,2826113.6698218547
2022,3,23282,1687185844229.0,0.0,2827477.942913243,26457813.30679219,1780588.491918138,3486885.9251875873
2022,4,24770,1687185875641.0,0.0,3196880.413480435,29806399.369302563,2025713.7392246164,4165057.6770056756
2022,5,26210,1687185906907.0,0.0,3574950.426141326,33231959.375681184,2274965.1515718475,4865605.056864484
