current_date.year,current_date.month,cycle,machine_time,runTime,totalNFlows,totalCFlows,TT,CThroughflow
2020,12,1442,1687185165905.0,0.0,4000.572552241842,234414.4003580498,1120.8916479317468,10778.990243845752
2021,1,2930,1687185193636.0,0.0,11837.817398083422,605880.2930443465,3318.3906480473565,28538.199888131545
2021,2,4418,1687185219117.0,0.0,22741.655610260565,1110452.4517895742,6517.555847058539,50045.49830532236
2021,3,5762,1687185258222.0,0.0,34715.56080129221,1739336.0625509382,10567.35951133837,72808.28543002317
2021,4,7250,1687185316576.0,0.0,47864.91957288633,2488700.664325583,15550.13340058724,96523.79941286898
2021,5,8690,1687185392464.0,0.0,64088.11372237685,3361298.2052759426,22965.033780601185,127653.10921239472
2021,6,10178,1687185503724.0,0.0,81931.21646889127,4352324.186119871,31715.68535201799,165468.18126526245
2021,7,11618,1687185696026.0,0.0,275855.04575250816,5489345.26221814,119067.55107639875,209876.32828151542
2021,8,13106,1687185705739.0,0.0,501702.2072823862,6964478.144162491,238332.67477585335,255513.0095233184
2021,9,14594,1687185714168.0,0.0,759473.5885726744,8774576.99138113,389511.9003376339,302440.6738081713
2021,10,16034,1687185722029.0,0.0,1049120.7281745146,10916393.45053985,572557.9704609665,349815.33809302415
2021,11,17522,1687185731428.0,0.0,1398430.6014210486,13993550.669346238,814015.4133539938,992663.4593728167
2021,12,18962,1687185753937.0,0.0,1752263.4519794546,17171239.23416846,1056458.0076378924,1639208.2054770691
2022,1,20450,1687185785020.0,0.0,2110750.7305004015,20449030.92741071,1300148.0413109972,2304906.2761104107
2022,2,21938,1687185816128.0,0.0,2474440.897211366,23818819.351903364,1545071.6064924644,2989077.998281341
2022,3,23282,1687185844239.0,0.0,2842280.2819707976,27271671.062432356,1791094.2522656503,3687518.756538022
2022,4,24770,1687185875697.0,0.0,3214717.3206424676,30795901.188371815,2038337.4234840854,4402747.010326978
2022,5,26210,1687185906920.0,0.0,3595824.918554219,34399356.169107474,2289709.271441069,5140526.804815255
2022,6,27698,1687185937744.0,0.0,3981885.3924623826,38064984.47533332,2542690.630449594,5899887.283044377
2022,7,29138,1687185976098.0,0.0,4551570.212907952,41890534.730890244,2874525.5954999877,6679837.846771715
2022,8,30626,1687185985572.0,0.0,5154821.168046261,45987483.55789901,3239917.457843295,7460262.733281255
2022,9,32114,1687185993520.0,0.0,5791639.1703436645,50353768.65133951,3638867.0850924156,8241182.251931293
2022,10,33554,1687186001171.0,0.0,6461994.376912675,54987203.86029977,4071344.9232886676,9022586.038927928
2022,11,35042,1687186010763.0,0.0,7190827.992818296,60422385.67670605,4561049.80994653,10329486.755624557
2022,12,36482,1687186040135.0,0.0,7924015.308672806,65920467.99004927,5051937.909635298,11657517.331313955
2023,1,37970,1687186071082.0,0.0,8661459.762805719,71466490.88806544,5544040.121884395,13004377.017541973
2023,2,39458,1687186101856.0,0.0,9403787.054429369,77048515.99251042,6037352.723493362,14370087.404293729
2023,3,40802,1687186129638.0,0.0,10150191.347062957,82648019.87679994,6531768.244568418,15753323.802782742
2023,4,42290,1687186160554.0,0.0,10901112.63633518,88238132.33618818,7027407.873117705,17156853.23889985
2023,5,43730,1687186190725.0,0.0,11660686.542505795,93839584.17938046,7527184.419758157,18585507.610800534
2023,6,45218,1687186221841.0,0.0,12425227.563745273,99427586.93052559,8028576.073384989,20038120.472289078
