current_date.year,current_date.month,cycle,machine_time,runTime,totalNFlows,totalCFlows,TT,CThroughflow
2020,12,1442,1687185165878.0,0.0,4002.4344535116993,234330.4462961034,1122.6620250549768,10843.118462822087
2021,1,2930,1687185193612.0,0.0,11841.470399776657,605681.134286311,3321.8640817538167,28651.7632527842
2021,2,4418,1687185219014.0,0.0,22797.075881067783,1110274.6076868514,6521.984334025908,50179.2119962713
2021,3,5762,1687185258492.0,0.0,34924.22326222452,1739259.4464743072,10574.803434830284,73025.72589837835
2021,4,7250,1687185316531.0,0.0,48339.29895768167,2488843.5911050336,15562.99513156398,96911.47301700036
2021,5,8690,1687185392370.0,0.0,64816.38693530942,3361701.2263557846,22982.35095461211,128199.54265713038
2021,6,10178,1687185503730.0,0.0,82839.61546272974,4352926.989289402,31734.68048445431,166100.96306998355
2021,7,11618,1687185696028.0,0.0,276870.7382731538,5490263.8471526215,119086.35380627481,210571.85109507813
2021,8,13106,1687185705761.0,0.0,502823.12759779283,6973273.215169527,238349.30838476084,256206.83667392275
2021,9,14594,1687185714004.0,0.0,760697.4260185894,8798735.659065435,389524.155214915,303040.43518601725
2021,10,16034,1687185722033.0,0.0,1050447.22784818,10963458.243213236,572565.5917038629,350321.0336981117
2021,11,17522,1687185731464.0,0.0,1400717.0579278104,14090409.24325521,814875.6955678519,1012421.6809376893
2021,12,18962,1687185753928.0,0.0,1755259.5169227608,17317468.425679114,1058164.4703404163,1677994.3854325567
2022,1,20450,1687185785026.0,0.0,2114224.2792819194,20644417.91490051,1302702.1252725362,2362439.8289714833
2022,2,21938,1687185816137.0,0.0,2478232.940232247,24067551.591211054,1548460.194135541,3063127.169203903
2022,3,23282,1687185844208.0,0.0,2846439.370496126,27573345.24277523,1795325.569073907,3778655.6558644255
2022,4,24770,1687185875781.0,0.0,3219296.1594852568,31151392.039302424,2043419.5794037906,4511141.4124221485
2022,5,26210,1687185906955.0,0.0,3600821.438713486,34808768.870972015,2295649.894542496,5266555.417043745
2022,6,27698,1687185937709.0,0.0,3987273.6670399723,38527440.72520443,2549499.48017431,6044146.717608135
2022,7,29138,1687185976140.0,0.0,4557322.446885384,42405305.573927954,2882210.6551559893,6842764.291076528
2022,8,30626,1687185985595.0,0.0,5160938.972511238,46545791.06662745,3248480.295859509,7641875.296694419
2022,9,32114,1687185993511.0,0.0,5798122.959512439,50946877.12179536,3648308.1318600685,8441473.404272212
2022,10,33554,1687186001177.0,0.0,6468846.433746609,55606415.160557434,4081666.3860835307,9241589.225128107
2022,11,35042,1687186010745.0,0.0,7197092.8614273155,61037101.69912005,4571296.121036148,10545423.566768944
2022,12,36482,1687186040171.0,0.0,7929991.491333268,66533326.548293546,5062114.634793147,11870476.066127684
2023,1,37970,1687186071065.0,0.0,8667448.446153812,72062423.26601443,5554166.683177923,13217760.190177847
2023,2,39458,1687186101784.0,0.0,9410053.785465095,77623317.91943769,6047427.3351599965,14583593.652759328
2023,3,40802,1687186129780.0,0.0,10156872.326615876,83195385.76813929,6541793.1052792305,15967243.558619197
2023,4,42290,1687186160659.0,0.0,10908354.14628254,88757771.61732846,7037381.12700549,17370626.529981244
2023,5,43730,1687186190692.0,0.0,11668565.985839223,94312941.29485616,7537107.039164988,18800273.34495764
2023,6,45218,1687186221893.0,0.0,12433766.407574173,99853459.89603363,8038444.255729852,20253509.448482446
2023,7,46658,1687186261120.0,0.0,13379332.016141843,105536057.50153325,8618636.860133719,21729660.206872426
2023,8,48146,1687186270600.0,0.0,14358552.076251956,111456751.17558257,9232474.630467048,23206307.324909702
2023,9,49634,1687186278748.0,0.0,15371425.778501634,117614382.55326444,9879956.797114199,24683432.168420978
2023,10,51074,1687186286802.0,0.0,16417924.535291359,124007440.81042832,10561054.999699166,26161051.48835425
2023,11,52562,1687186296481.0,0.0,17520561.31301747,131115818.08454868,11297039.800869945,28108965.386211745
2023,12,54002,1687186326145.0,0.0,18627804.833256334,138263189.12204117,12034214.911389206,30078281.786406003
2024,1,55490,1687186356220.0,0.0,19739560.089254573,145417693.08375418,12772622.19504907,32069776.616883934
2024,2,56978,1687186386480.0,0.0,20856199.59202629,152556747.19356024,13512255.681034213,34083266.16570916
2024,3,58370,1687186414899.0,0.0,21976692.238555666,159653819.3331088,14253031.201295506,36117127.655756466
2024,4,59858,1687186444998.0,0.0,23101302.52066003,166678256.37671715,14995026.335646247,38172672.49854564
2024,5,61298,1687186474519.0,0.0,24234498.739580527,173622491.13660556,15741172.688183459,40256918.789912455
2024,6,62786,1687186504747.0,0.0,25372747.938395236,180449106.42263266,16488945.986768316,42368833.42873744
